id,created,updated,caption,visible,created_by_id,reference_id,primary_property_id,system_id,updated_by_id,is_figure,dimensionality,is_experimental,primary_unit_id,secondary_property_id,secondary_unit_id,sample_type,extraction_method,representative,primary_property_label,secondary_property_label,doi,space_group
609,2019-08-25 20:25:05,2019-08-25 20:25:05,,1,16,49,7,127,16,0,2,1,6.0,,,0,,1,,,,
610,2019-08-25 20:45:20,2021-05-30 16:15:52,,1,16,49,4,127,1,1,2,1,4.0,18,1.0,0,,1,,,,
611,2019-08-25 20:47:42,2019-08-25 20:47:42,,1,16,49,20,127,16,1,2,1,4.0,5,1.0,2,,1,,,,
612,2019-08-25 20:48:33,2019-08-25 20:48:33,,1,16,49,20,127,16,1,2,1,4.0,5,1.0,2,,0,,,,
614,2019-08-25 21:34:46,2019-08-25 21:34:46,,1,16,50,7,128,16,0,2,1,6.0,,,0,,1,,,,
615,2019-08-25 21:51:43,2019-08-25 21:51:43,,1,16,50,4,128,16,1,2,1,4.0,5,5.0,0,,1,,,,
616,2019-08-25 21:52:52,2019-08-25 21:52:52,,1,16,50,20,128,16,1,2,1,4.0,5,5.0,6,,1,,,,
617,2019-08-25 22:35:02,2019-08-25 22:35:02,,1,16,87,7,129,16,0,2,1,6.0,,,0,,1,,,,
618,2019-08-25 22:36:59,2019-08-25 22:36:59,,1,16,87,7,129,16,0,2,1,6.0,,,0,,0,,,,
619,2019-08-25 22:39:04,2019-08-25 22:39:04,,1,16,87,7,130,16,0,2,1,6.0,,,0,,1,,,,
620,2019-08-25 22:40:09,2019-08-25 22:40:08,,1,16,87,7,130,16,0,2,1,6.0,,,0,,0,,,,
621,2019-08-25 22:42:19,2019-08-25 22:42:19,,1,16,87,7,131,16,0,2,1,6.0,,,0,,1,,,,
622,2019-08-25 22:43:21,2019-08-25 22:43:21,,1,16,87,7,131,16,0,2,1,6.0,,,0,,0,,,,
623,2019-08-25 22:45:22,2019-08-25 22:45:22,,1,16,87,7,132,16,0,2,1,6.0,,,0,,1,,,,
624,2019-08-25 22:46:25,2019-08-25 22:46:25,,1,16,87,7,132,16,0,2,1,6.0,,,0,,0,,,,
625,2019-08-26 10:57:45,2019-08-26 10:57:45,,1,1,88,7,133,1,0,1,1,6.0,,,0,Manual entry,1,,,,
626,2019-08-26 11:02:53,2019-08-26 11:02:53,,1,1,88,7,134,1,0,1,1,6.0,,,0,Manual entry,1,,,,
627,2019-08-27 19:16:25,2019-08-27 19:16:25,,1,1,89,7,135,1,0,0,1,6.0,,,0,Manual entry,1,,,,
628,2019-08-27 20:06:10,2019-08-27 20:06:10,,1,1,90,7,136,1,0,1,1,6.0,,,0,Manual entry,1,,,,
629,2019-08-28 19:32:02,2019-08-28 19:33:39,,1,22,63,4,77,22,1,2,1,4.0,5,5.0,0,Manually extracted from the publication,1,,,,
630,2019-08-30 01:33:57,2019-08-30 02:13:59,,1,1,91,7,137,1,0,2,1,6.0,,,0,Manual entry,1,,,,
631,2019-08-30 02:19:52,2019-08-30 02:19:52,,1,1,92,7,138,1,0,2,1,6.0,,,0,Manual entry,1,,,,
632,2019-08-30 18:24:28,2019-08-30 18:24:28,,1,21,93,7,140,21,0,2,1,6.0,,,0,,1,,,,
633,2019-08-30 18:42:39,2019-08-30 19:07:02,,1,21,93,7,141,21,0,2,1,6.0,,,0,,1,,,,
634,2019-08-30 19:01:07,2019-08-30 19:01:07,,1,21,93,7,142,21,0,2,1,6.0,,,0,,1,,,,
635,2019-09-01 14:20:03,2019-09-01 14:21:10,,1,1,94,7,143,1,0,3,1,6.0,,,0,Manual entry,1,,,,
636,2019-09-01 14:23:43,2019-09-01 14:23:43,,1,1,94,7,144,1,0,3,1,6.0,,,0,Manual entry,1,,,,
637,2019-09-01 14:25:27,2019-09-01 14:25:27,,1,1,94,7,145,1,0,3,1,6.0,,,0,Manual entry,1,,,,
638,2019-09-01 15:07:13,2019-09-01 15:07:13,,1,1,94,7,146,1,0,3,1,6.0,,,0,Manual entry,1,,,,
639,2019-09-01 15:12:22,2019-09-01 15:12:22,,1,1,94,7,147,1,0,3,1,6.0,,,0,Manual entry,1,,,,
640,2019-09-03 19:01:49,2019-09-03 19:01:49,,1,1,95,7,148,1,0,2,1,6.0,,,0,Manual entry,1,,,,
641,2019-09-03 19:05:45,2019-09-03 19:05:45,,1,1,95,7,149,1,0,2,1,6.0,,,0,Manual entry,1,,,,
642,2019-09-03 19:10:02,2019-09-03 19:10:02,,1,1,95,7,150,1,0,2,1,6.0,,,0,Manual entry,1,,,,
643,2019-09-03 22:57:16,2019-09-03 22:57:16,,1,1,97,7,151,1,0,2,1,6.0,,,0,Manual entry,1,,,,
644,2019-09-03 22:59:39,2019-09-03 23:00:27,,1,1,97,7,152,1,0,2,1,6.0,,,0,Manual entry,1,,,,
645,2019-09-03 23:02:24,2019-09-03 23:02:24,,1,1,97,7,153,1,0,2,1,6.0,,,0,Manual entry,1,,,,
646,2019-09-05 20:26:07,2019-09-05 20:26:07,,1,1,98,7,154,1,0,3,1,6.0,,,1,Manual entry,1,,,,
647,2019-09-05 20:27:45,2019-09-05 20:32:45,,1,1,98,7,154,1,0,3,0,6.0,,,0,Manual entry,0,,,,
648,2019-09-05 20:29:48,2019-09-05 20:30:41,,1,1,98,7,154,1,0,3,0,6.0,,,0,Manual entry,0,,,,
649,2019-09-05 20:34:36,2019-09-05 20:35:05,,1,1,98,7,154,1,0,3,0,6.0,,,0,Manual entry,0,,,,
650,2019-09-05 20:37:03,2019-09-05 20:37:34,,1,1,98,7,155,1,0,3,0,6.0,,,0,Manual entry,1,,,,
651,2019-09-05 20:39:32,2019-09-05 20:42:21,,1,1,98,7,156,1,0,3,0,6.0,,,0,Manual entry,1,,,,
652,2019-09-06 15:15:17,2019-09-06 15:15:17,,1,1,99,7,157,1,0,3,1,6.0,,,1,Manual entry,1,,,,
653,2019-09-06 15:20:45,2019-09-06 15:20:45,,1,1,99,7,158,1,0,3,1,6.0,,,1,Manual entry,1,,,,
654,2019-09-06 15:30:41,2019-09-06 15:30:41,,1,1,98,7,156,1,0,3,0,6.0,,,0,Manual entry,0,,,,
655,2019-09-06 15:50:38,2019-09-06 15:50:38,,1,22,100,7,159,22,0,2,1,6.0,,,0,,1,,,,
656,2019-09-06 19:25:00,2019-09-06 19:25:00,,1,22,101,7,160,22,0,3,1,6.0,,,1,,1,,,,
657,2019-09-07 17:43:02,2019-09-07 17:43:02,,1,22,102,7,161,22,0,2,1,6.0,,,0,,1,,,,
658,2019-09-07 18:28:24,2019-09-07 18:28:24,,1,22,103,7,162,22,0,2,1,6.0,,,1,,1,,,,
659,2019-09-08 00:06:49,2019-09-08 00:06:49,,1,22,105,7,164,22,0,2,1,6.0,,,1,,1,,,,
660,2019-09-08 00:18:28,2020-04-26 13:34:53,,1,22,105,20,164,1,1,2,1,4.0,5,5.0,1,,1,,,,
661,2019-09-09 21:55:53,2019-09-09 21:55:53,,1,22,106,7,165,22,0,2,1,6.0,,,0,,1,,,,
662,2019-09-09 21:56:51,2019-09-09 21:56:51,,1,22,106,10,165,22,0,2,1,5.0,,,0,,1,,,,
663,2019-09-10 22:40:48,2019-09-10 22:51:15,structure under different temperatures,1,18,107,7,166,18,0,3,1,6.0,,,0,manually from publication,1,,,,
664,2019-09-10 22:50:18,2019-09-10 22:50:18,structure under different temperatures,1,18,107,7,167,18,0,3,1,6.0,,,0,manually from publication,1,,,,
665,2019-09-10 23:16:05,2019-09-10 23:16:05,structure under different temperatures,1,18,108,7,168,18,0,3,1,6.0,,,0,,1,,,,
666,2019-09-10 23:21:03,2019-09-10 23:21:03,structure under different temperatures,1,18,108,7,169,18,0,3,1,6.0,,,0,,1,,,,
667,2019-09-10 23:59:36,2019-09-10 23:59:36,[N3-] bridged 1D structure,1,18,109,7,170,18,0,1,1,6.0,,,0,,1,,,,
668,2019-09-11 00:03:04,2019-09-11 00:03:04,[N3-] bridged 1D structure,1,18,109,7,171,18,0,1,1,6.0,,,0,,1,,,,
669,2019-09-11 00:15:49,2019-09-11 00:15:49,,1,18,110,7,172,18,0,3,1,6.0,,,0,,1,,,,
670,2019-09-11 00:17:57,2019-09-11 00:17:57,,1,18,110,7,173,18,0,3,1,6.0,,,0,,1,,,,
671,2019-09-11 00:32:26,2019-09-11 00:32:26,,1,18,111,7,174,18,0,3,1,6.0,,,0,,1,,,,
672,2019-09-11 00:35:32,2019-09-11 00:35:32,,1,18,111,7,175,18,0,3,1,6.0,,,0,,1,,,,
673,2019-09-11 00:37:48,2019-09-11 00:37:48,,1,18,111,7,176,18,0,3,1,6.0,,,0,,1,,,,
680,2019-09-17 18:07:45,2019-09-17 18:07:45,,1,22,112,7,177,22,0,2,1,6.0,,,0,,1,,,,
681,2019-09-17 18:12:56,2019-09-17 18:12:56,,1,22,112,4,177,22,1,2,1,4.0,5,5.0,0,,1,,,,
682,2019-09-17 18:26:54,2019-09-17 18:26:54,,1,22,112,7,178,22,0,2,1,6.0,,,0,,1,,,,
683,2019-09-17 18:33:29,2019-09-17 18:33:29,,1,22,112,4,178,22,1,2,1,4.0,5,5.0,0,,1,,,,
685,2019-09-17 21:44:49,2019-09-17 21:44:49,Absorbance,1,19,114,20,179,19,1,2,1,4.0,5,5.0,0,Manually extracted from publication,0,,,,
686,2019-09-17 21:49:40,2020-04-26 13:36:29,Photoluminescence,1,19,114,4,179,1,1,2,1,4.0,5,5.0,0,Manually extracted from publication,1,,,,
687,2019-09-18 15:20:42,2019-09-18 15:20:42,Atomic Structure,1,19,115,7,180,19,0,3,1,,,,0,,1,,,,
688,2019-09-18 16:29:09,2019-09-18 16:29:09,,1,19,116,7,181,19,0,3,1,6.0,,,0,,1,,,,
689,2019-09-18 16:40:48,2020-05-06 00:53:11,Infrared Spectra,1,19,116,39,181,1,1,3,1,13.0,34,9.0,0,Manually extracted from publication,1,,,,
690,2019-09-18 17:11:09,2020-04-26 13:34:44,Absorption,1,19,117,20,182,1,1,3,1,13.0,5,5.0,2,Manually extracted from publication,1,,,,
691,2019-09-18 17:14:20,2019-09-18 17:14:20,Photoluminescence,1,19,117,4,182,19,1,3,1,13.0,5,5.0,2,Manually extracted from publication,1,,,,
692,2019-09-18 17:29:06,2019-09-18 17:29:06,X-Ray Diffraction,1,19,115,17,180,19,1,3,1,13.0,32,12.0,1,Manually extracted from publication,1,2-Theta,,,
693,2019-09-19 17:16:49,2019-09-19 17:16:49,Atomic Structure at 293 K,1,19,118,7,183,19,0,1,1,5.0,,,0,Manually extracted from publication,1,,,,
694,2019-09-19 17:18:31,2019-09-19 17:18:31,Atomic Structure at 373 K,1,19,118,7,183,19,0,1,1,5.0,,,0,Manually extracted from publication,0,,,,
695,2019-09-19 17:26:39,2020-04-26 13:34:36,Absorption,1,19,118,20,183,1,1,1,1,13.0,5,5.0,0,Manually extracted from publication,1,,,,
696,2019-09-19 18:30:48,2019-09-19 18:30:48,Atomic Structure at 293 K,1,19,119,7,184,19,0,3,1,5.0,,,1,,1,,,,
697,2019-09-19 18:32:32,2019-09-19 18:32:32,Atomic Structure at 100 K,1,19,119,7,184,19,0,3,1,5.0,,,1,Manually extracted from publication,0,,,,
698,2019-09-19 18:37:05,2020-04-26 13:34:20,Absorption,1,19,119,20,184,1,1,3,1,13.0,5,5.0,1,Manually extracted from publication,1,,,,
699,2019-09-19 18:51:49,2019-09-19 18:51:49,Atomic Structure at 298 K,1,19,120,7,185,19,0,1,1,5.0,,,0,Manually extracted from publication,1,,,,
700,2019-09-19 18:55:01,2019-09-19 18:55:01,Atomic Structure at 373 K,1,19,120,7,185,19,0,1,1,5.0,,,0,Manually extracted from publication,0,,,,
701,2019-09-19 18:56:00,2019-09-19 18:56:00,Atomic Structure at 100 K,1,19,120,7,185,19,0,1,1,5.0,,,0,Manually extracted from publication,0,,,,
702,2019-09-19 18:59:25,2020-04-26 13:34:09,Absorption,1,19,120,20,185,1,1,1,1,13.0,5,5.0,0,Manually extracted from publication,1,,,,
703,2019-09-19 20:11:42,2019-09-19 20:11:42,Atomic Structure,1,19,121,7,186,19,0,2,1,5.0,,,0,Manually extracted from publication,1,,,,
704,2019-09-19 20:15:08,2020-04-26 13:33:31,Absorption,1,19,121,20,186,1,1,2,1,13.0,5,5.0,0,Manually extracted from publication,1,,,,
705,2019-09-19 20:19:22,2019-09-19 20:19:22,Atomic Structure,1,19,121,7,187,19,0,2,1,5.0,,,0,Manually extracted from publication,1,,,,
706,2019-09-19 20:21:12,2020-04-26 13:33:20,Absorption,1,19,121,20,187,1,1,2,1,13.0,5,5.0,0,Manually extracted from publication,1,,,,
708,2019-09-19 20:28:32,2020-04-26 13:30:07,Absorption,1,19,121,20,187,1,1,2,1,13.0,5,5.0,0,Manually extracted from publication,0,,,,
710,2019-09-19 20:30:45,2019-09-19 20:34:00,Photoluminescence,1,19,121,4,186,19,1,2,1,13.0,5,5.0,0,Manually extracted from publication,0,,,,
711,2019-09-21 18:56:26,2020-04-18 23:20:05,,1,20,122,1,188,1,0,3,1,1.0,,,1,,1,,,,
712,2019-09-21 19:41:58,2020-04-18 23:19:52,,1,20,122,1,189,1,0,2,1,1.0,,,0,,1,,,,
713,2019-09-21 21:45:57,2021-01-14 21:01:09,,1,20,123,29,190,35,0,3,1,1.0,,,0,,1,,,,
714,2019-09-21 21:59:53,2019-09-21 21:59:53,,1,20,124,29,191,20,0,3,1,1.0,,,2,,1,,,,
715,2019-09-21 22:22:09,2020-04-18 23:19:38,,1,20,125,1,192,1,0,3,1,1.0,,,2,,1,,,,
716,2019-09-21 22:44:57,2019-09-21 22:44:57,,1,20,126,29,193,20,0,3,1,1.0,,,2,,1,,,,
717,2019-09-22 00:23:45,2019-09-22 00:23:45,,1,20,127,29,194,20,0,3,1,1.0,,,2,,1,,,,
718,2019-09-22 01:42:30,2019-09-22 01:42:30,,1,16,128,7,195,16,0,2,1,6.0,,,0,,1,,,,
719,2019-09-22 01:45:29,2019-09-22 01:45:29,,1,16,128,7,196,16,0,2,1,6.0,,,0,,1,,,,
720,2019-09-22 01:47:55,2019-09-22 01:47:55,,1,16,128,7,197,16,0,2,1,6.0,,,0,,1,,,,
721,2019-09-22 01:50:06,2019-09-22 01:50:06,,1,16,128,7,198,16,0,2,1,6.0,,,0,,1,,,,
722,2019-09-22 03:34:36,2019-09-22 03:34:36,,1,16,129,7,199,16,0,2,1,6.0,,,0,,1,,,,
723,2019-09-22 03:37:15,2019-09-22 03:37:15,,1,16,129,7,200,16,0,2,1,6.0,,,0,,1,,,,
724,2019-09-22 03:39:33,2019-09-22 03:39:33,,1,16,129,7,201,16,0,2,1,6.0,,,0,,1,,,,
725,2019-09-22 03:41:51,2019-09-22 03:41:51,,1,16,129,7,202,16,0,2,1,6.0,,,0,,1,,,,
726,2019-09-22 03:43:52,2019-09-22 03:43:52,,1,16,129,7,203,16,0,2,1,6.0,,,0,,1,,,,
727,2019-09-22 03:45:43,2019-09-22 03:45:43,,1,16,129,7,204,16,0,2,1,6.0,,,0,,1,,,,
728,2019-09-22 17:51:05,2019-09-22 17:51:05,,1,20,130,29,205,20,0,3,1,1.0,,,2,,1,,,,
729,2019-09-22 18:08:36,2021-05-28 18:18:47,,1,20,131,29,238,35,0,3,1,1.0,,,2,,1,,,,
730,2019-09-22 18:19:51,2019-09-22 18:19:51,,1,20,132,29,207,20,0,0,1,1.0,,,2,,1,,,,
731,2019-10-05 17:24:42,2019-10-05 17:24:42,Dion-Jacobson hybrid lead iodide perovskites,1,23,133,7,208,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
732,2019-10-05 17:40:35,2019-10-05 17:40:35,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,209,23,0,2,1,6.0,,,0,,1,,,,
733,2019-10-05 17:54:53,2019-10-05 17:54:53,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,210,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
734,2019-10-05 17:59:55,2019-10-05 17:59:55,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,211,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
735,2019-10-05 18:25:51,2019-10-05 18:25:51,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,212,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
736,2019-10-05 18:33:13,2019-10-05 18:33:13,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,213,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
737,2019-10-05 18:38:31,2019-10-05 18:38:31,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,214,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
738,2019-10-05 18:43:22,2019-10-05 18:43:22,Dion − Jacobson Hybrid Lead Iodide Perovskites,1,23,133,7,215,23,0,2,1,6.0,,,0,Manually extracted from publication,1,,,,
742,2019-10-25 15:47:52,2020-02-25 19:04:43,PEPI Bandstructure with HSE06 (0.11)+ SOC,1,16,7,11,9,16,0,2,0,,,,0,,1,,,,
743,2019-10-25 17:43:47,2019-10-25 17:43:47,PEPI Bandstructure with HSE06 (0.11)+ SOC,1,16,7,1,9,16,0,2,0,1.0,,,0,,1,Direct band gap,,,
744,2020-02-21 16:27:39,2021-05-14 21:54:52,MAPI relaxed geometry with PBE+TS,1,16,6,7,24,16,0,3,0,6.0,,,0,Manual entry,0,,,,
745,2020-02-25 19:01:45,2020-07-15 14:43:41,,1,16,191,7,9,16,0,2,0,6.0,,,0,Manual entry,0,,,,
746,2020-04-21 16:46:18,2020-04-21 16:46:18,,1,23,136,7,217,23,0,2,1,6.0,,,0,Manually extracted from a publication,1,,,,
763,2020-04-26 01:02:29,2021-01-19 03:44:00,,1,35,135,10,218,35,0,2,1,,,,6,,1,,,,
777,2020-04-26 16:14:06,2021-01-19 03:44:19,,1,35,135,4,218,35,1,2,1,13.0,5,5.0,6,Engauge Digitizer,1,Intensity,,,
786,2020-04-26 21:20:47,2021-01-19 03:09:50,,1,35,135,7,219,35,0,2,1,6.0,,,0,Manually extracted from a publication,1,,,,
788,2020-04-26 21:39:55,2021-01-19 03:31:29,,1,35,135,20,219,35,1,2,1,13.0,5,5.0,2,Engauge Digitizer,1,Absorbance,,,
794,2020-04-26 22:16:02,2021-01-19 03:33:48,,1,35,135,29,219,35,0,2,1,1.0,,,2,Manually extracted from a publication,1,,,,
795,2020-04-26 22:24:31,2021-01-19 03:29:31,,1,35,135,20,218,35,1,2,1,13.0,5,5.0,2,Engauge Digitizer,1,Absorbance,,,
798,2020-04-27 02:11:25,2021-01-19 03:36:58,,1,35,135,29,220,35,0,2,1,1.0,,,2,Manually from publication,1,,,,
799,2020-04-27 02:26:28,2021-01-19 03:36:14,,1,35,135,20,220,35,1,2,1,13.0,5,5.0,2,Engauge Digitizer,1,absorbance,,,
801,2020-04-27 02:52:04,2021-01-19 03:42:36,,1,35,135,29,221,35,0,2,1,1.0,,,2,Manually extracted from a publication,1,,,,
802,2020-04-27 02:57:04,2021-01-19 03:39:51,,1,35,135,20,221,35,1,2,1,13.0,5,5.0,2,Engauge Digitizer,1,,,,
803,2020-04-27 03:11:55,2021-01-19 03:42:05,,1,35,135,4,221,35,1,2,1,13.0,5,5.0,6,Engauge Digitizer,1,Photoluminescence Intensity,,,
804,2020-05-02 21:12:53,2021-01-19 03:27:03,,1,35,135,7,221,35,0,2,1,6.0,,,0,Extracted manually from article,1,,,,
805,2020-05-02 22:31:50,2021-01-19 03:08:23,,1,35,135,7,218,35,0,2,1,6.0,,,0,Manually from publication,1,,,,
806,2020-05-03 21:01:05,2020-05-03 22:01:35,,1,35,137,7,222,35,0,2,1,6.0,,,0,Manually extracted from a publication,1,,,,
807,2020-05-03 21:07:11,2020-05-03 22:01:56,,1,35,137,7,222,35,0,2,0,6.0,,,0,Manually extracted from a publication,0,,,,
808,2020-05-03 21:09:26,2020-05-03 22:02:18,,1,35,137,7,222,35,0,2,1,6.0,,,0,Manually extracted from a publication,0,,,,
809,2020-05-03 21:11:31,2020-05-03 22:02:47,,1,35,137,7,222,35,0,2,1,6.0,,,0,Manually extracted from a publication,0,,,,
810,2020-05-03 21:24:37,2020-06-22 02:23:17,,1,35,137,15,222,35,0,2,0,16.0,,,6,Manually extracted from a publication,1,,,,
811,2020-05-03 21:28:11,2020-05-03 23:10:22,,1,35,137,15,222,35,0,2,1,16.0,,,6,Manually extracted from a publication,0,,,,
812,2020-05-03 21:29:25,2020-05-03 23:10:10,,1,35,137,15,222,35,0,2,1,16.0,,,6,Manually extracted from a publication,0,,,,
813,2020-05-03 21:30:30,2020-05-03 23:09:58,,1,35,137,15,222,35,0,2,1,16.0,,,6,Manually extracted from a publication,0,,,,
815,2020-05-03 21:41:00,2020-05-03 23:09:35,,1,35,137,1,222,35,0,2,1,1.0,,,6,Manually extracted from a publication,1,,,,
821,2020-05-04 03:09:11,2021-06-22 20:26:45,,1,35,138,7,223,35,0,3,1,6.0,,,0,Manually extracted from a publication,1,,,,
822,2020-05-04 03:15:04,2020-05-04 03:15:04,,1,35,138,15,223,35,0,3,1,16.0,,,1,Manually extracted from a publication,1,,,,
823,2020-05-04 03:17:19,2021-06-22 20:41:44,Assuming direct transition,1,35,138,29,223,35,0,3,1,1.0,,,1,Manually extracted from a publication,1,,,,Fm-3m
824,2020-05-04 03:27:38,2020-06-22 04:08:21,,1,35,138,20,223,35,1,3,1,13.0,18,1.0,1,Engauge Digitizer,1,,,,
825,2020-05-04 03:34:30,2020-05-04 03:34:30,,1,35,138,4,223,35,1,3,1,13.0,18,1.0,1,Engauge Digitizer,1,PL Intensity,,,
826,2020-05-10 22:17:07,2020-05-10 22:17:07,,1,35,139,7,224,35,0,2,1,6.0,,,0,,1,,,,
827,2020-05-10 22:19:10,2020-05-10 22:19:10,,1,35,139,15,224,35,0,2,1,16.0,,,0,Manually extracted from a publication,1,,,,
828,2020-05-10 22:25:24,2020-05-10 22:25:24,,1,35,139,7,225,35,0,2,1,6.0,,,0,Manually extracted from a publication,1,,,,
829,2020-05-10 22:26:48,2020-05-10 22:26:48,,1,35,139,15,225,35,0,2,1,16.0,,,0,Manually extracted from a publication,1,,,,
830,2020-05-10 22:30:32,2020-05-10 22:30:32,,1,35,139,7,226,35,0,2,1,6.0,,,0,Manually extracted from a publication,1,,,,
831,2020-05-10 22:34:08,2020-05-10 22:34:08,,1,35,139,7,226,35,0,2,1,6.0,,,0,Manually extracted from a publication,0,,,,
832,2020-05-10 22:35:08,2020-05-10 22:35:08,,1,35,139,15,226,35,0,2,1,16.0,,,0,Manually extracted from a publication,1,,,,
833,2020-05-10 22:36:13,2020-05-10 22:36:13,,1,35,139,15,226,35,0,2,1,16.0,,,0,Manually extracted from a publication,0,,,,
834,2020-05-11 02:16:07,2020-05-11 02:16:07,,0,1,141,7,227,1,0,1,1,6.0,,,0,Manual entry,1,,,,
835,2020-05-11 03:45:01,2020-05-11 03:45:01,,1,35,140,7,228,35,0,2,1,6.0,,,0,Manually extracted from a publication,1,,,,
836,2020-05-11 03:48:04,2020-05-11 04:09:09,,1,35,140,15,228,35,0,2,1,16.0,,,6,Manually extracted from a publication,1,,,,
837,2020-05-11 03:53:28,2020-06-22 03:48:15,,1,35,140,1,228,35,0,2,0,1.0,,,6,Manually extracted from a publication,1,,,,
841,2020-05-11 04:06:40,2020-05-11 04:06:40,,1,35,140,20,228,35,1,2,1,13.0,18,1.0,6,Engauge Digitizer,1,absorbance,,,
842,2020-05-11 18:20:57,2020-05-11 18:26:59,,1,1,142,7,229,1,0,0,1,6.0,,,0,Manual entry,1,,,,
843,2020-05-11 18:25:43,2020-05-11 18:25:43,,1,1,142,7,230,1,0,0,1,6.0,,,0,Manual entry,1,,,,
847,2020-05-14 14:51:51,2020-05-14 14:51:51,,1,1,3,20,21,1,1,2,1,4.0,5,5.0,2,Manual entry,0,,,,
848,2020-05-14 14:54:28,2020-05-14 14:54:28,,1,1,3,20,3,1,1,2,1,4.0,5,5.0,2,Manual entry,1,,,,
849,2020-05-14 14:57:44,2020-05-14 14:57:44,,1,1,3,20,22,1,1,2,1,4.0,5,5.0,2,Manual entry,0,,,,
850,2020-05-14 15:04:36,2020-05-14 15:04:36,,1,1,3,4,3,1,1,2,1,4.0,5,5.0,2,Manual entry,0,,,,
851,2020-05-14 15:25:27,2020-05-14 15:34:40,,1,1,3,4,22,1,1,2,1,4.0,5,5.0,2,Manual entry,0,,,,
852,2020-05-14 15:27:37,2020-05-14 15:34:22,,1,1,3,40,22,1,1,2,1,4.0,40,5.0,2,Manual entry,1,,,,
853,2020-05-14 15:31:26,2020-05-14 15:34:59,,1,1,3,4,21,1,1,2,1,4.0,5,5.0,2,Manual entry,0,,,,
854,2020-05-14 15:33:00,2020-05-14 15:35:15,,1,1,3,40,21,1,1,2,1,4.0,5,5.0,2,Manual entry,0,,,,
855,2020-05-15 05:32:52,2020-05-15 05:32:52,,1,35,143,7,231,35,0,3,1,6.0,,,0,Manually extracted from a publication,1,,,,
861,2020-05-15 05:36:38,2020-05-15 05:36:38,,1,35,143,15,231,35,0,3,1,16.0,,,6,Manually extracted from a publication,1,,,,
862,2020-05-15 05:39:15,2021-06-22 20:54:05,,1,35,143,28,231,35,0,3,1,1.0,,,1,Manually extracted from a publication,1,,,,
863,2020-05-15 05:40:25,2020-06-22 03:54:41,,1,35,143,1,231,35,0,3,0,1.0,,,6,Manually extracted from a publication,0,,,,
864,2020-05-15 05:42:01,2020-06-22 03:54:27,,1,35,143,1,231,35,0,3,0,1.0,,,6,Manually extracted from a publication,0,,,,
865,2020-05-15 05:50:11,2021-01-26 22:39:52,,1,35,143,76,231,35,1,3,1,18.0,18,18.0,1,Engauge Digitizer,1,normalized absorbance,,,
867,2020-05-15 06:07:30,2020-05-15 06:07:30,,1,35,143,41,231,35,1,3,1,13.0,41,9.0,6,Engauge Digitizer,1,Normalized Intensity,,,
869,2020-05-17 16:06:16,2021-11-09 21:50:07,,1,1,7,20,2,66,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
870,2020-05-17 16:11:57,2020-05-17 16:11:57,,1,1,7,20,13,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
871,2020-05-17 16:13:18,2020-05-17 16:14:36,,1,1,7,20,14,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
872,2020-05-17 16:15:05,2020-05-17 16:49:23,,1,1,7,20,11,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
873,2020-05-17 16:16:43,2020-05-17 16:49:56,,1,1,7,20,8,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),0,,,,
874,2020-05-17 16:18:43,2020-05-17 16:18:43,,1,1,7,20,10,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
875,2020-05-17 16:20:02,2020-05-17 16:20:02,,1,1,7,20,7,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
877,2020-05-17 16:21:17,2020-05-17 16:21:17,,1,1,7,20,9,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),0,,,,
878,2020-05-17 16:46:57,2020-05-17 16:46:57,,1,1,7,20,12,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
879,2020-05-17 16:48:24,2020-05-17 16:48:24,,1,1,7,20,6,1,1,2,1,4.0,5,5.0,2,Engauge Digitizer (Figure S3),1,,,,
881,2020-05-20 09:22:56,2020-05-20 09:22:56,,1,35,144,15,232,35,0,2,1,16.0,,,1,Manually extracted from a publication,1,,,,
882,2020-05-20 09:24:40,2020-05-20 09:24:40,,1,35,144,15,233,35,0,2,1,16.0,,,6,Manually extracted from a publication,1,,,,
